,tweet
1226, 국민의당 11 21 일 일정 안철수 대통령 후보 16 00 선을 넘다_대한민국 혁신 논쟁 DMZ 북콘서트 부산대학로 파나카B 부산광역시 금정구 금정로 94 권은희 원내대표 통상일정 국민상자 국민의당 안철수 위드안 유투브 그루터기tv안철수 검색
1228, 국민의당 11 20 토 일정 안철수 대통령 후보 17 00 동그라미재단 주최 lt TEU Med 데모데이 gt 수료식 서울 마포구 마포대로 122 프론트원 5층 박병원홀 21 00 KBS1 lt 뉴스9 gt 생중계 출연 권은희 원내대표 통상일정 국민상자 국민의당 안철수 위드안 유투브 그루터기tv안철수 검색
1248,안철수 국민의당 대선후보 군대 다녀온 청년에 1000만원 지급하겠다 공약 발표 ERYUcKEwyn
1251, 문화예술의전당 문재인 정권은 세가지가 없습니다 안철수 국민의당 대표 Xv03hRXxPL
1254, 문화예술의전당 가짜뉴스의 몸통은 현 정권 검수완박과 언자완박은 부패완판 안철수 국민의당 대표 kHmb8uu19C
1260, 문화예술의전당 국가부채 천조국 지금의 청년세대가 갚아야 할 돈 안철수 국민의당 대표 죽비 든 시대정신 eJjmNFnPAQ
1262, 문화예술의전당 문재인 대통령 코로나 백신 1차 접종률 강조는 국민을 속이는 것 백신 제때 충분히 구입해 왔으면 벌써 일상으로 복귀했을 것 안철수 국민의당 대표 FJKPLR5j7K
1263, 문화예술의전당 공무원 北피살 1년 동생 실종 상태서 종전선언 참 나쁜 대통령 헤럴드경제 문재인 정권은 세가지가 없습니다 안철수 국민의당 대표 61qo19aadk
1265, 문화예술의전당 안철수 이재명 화천대유 대장동 사태 최초 보도 기자와의 긴급 대담 국민의당 대표 불의에 정의로 응징한다 ORpdFPwyMc
1270, 문화예술의전당 비정규직 제로 를 선언했던 문재인 정부 의 최종 성적은 F 학점입니다 안철수 국민의당 대표 l6hndIAlW1
1294, 문화예술의전당 청년과 서민의 내 집 마련 꿈을 짓밟은 문재인 정권의 과오는 결코 씻어지지 않을 것입니다 안철수 국민의당 대표 vk8QvgxELX
1303, 문화예술의전당 국가부채 천조국 지금의 청년세대가 갚아야 할 돈 안철수 국민의당 대표 죽비 든 시대정신 eJjmNF6eJi
1319,김종인이 김동연 언급 한것도 중도 보수를 잃지 안기위한 안철수 견제용이고 윤석열이 김한길이 끌어 들이려 한것도 국민의당 지지층을 흔들려는 안철수 견제용 입니다 국가권력을 얻는 전쟁은 냉정한 거고 비열한 것임 그래서 전쟁에 임할 때는 전쟁의 결과만 보고 가는 거지 과정은 중요치 않음 
1424,요즘 점점 안철수대표 이미지 좋아지고 있음 12월중순쯤 15 넘을 듯 하다 오직_안철수뿐 오직_국민의당뿐
