,tweet
1230,홍준표 국민의힘 의원이 공약으로 내세웠던 공영방송 통폐합 및 민영화에 대해서는 이재명 심상정 안철수 후보가 반대했고 윤석열 후보가 조건부 찬성 입장을 냈다 홍준표 이재명 심상정 안철수 윤석열 국민의힘 공영방송 공영방송민영화 언론중재법 언론 yVipPQxvMa
1244, sk0926 정세균총리님 발로 좀 뛰세요 이재명후보를 위해서 좀 뛰세요 민주진영을 국민을 위해서 좀 뛰세요 
1248, TheMinjoo_Kr 미쳤나봐요 민주당 어제 문프과 국민과의 대화하신거 봤어요 기재부와 국민에게 사과 안해요 20여일을 쓸데없이 땡깡부리느라 시끄럽게 해놓고 뻔뻔하기가 아주 이재명이랑 너무 잘 어울리네 이재명 절대 안찍어
1249,이재명은 연설문 써주는 새끼가 없어서 아무때나 춘향가 부르니까 상관없지만 윤석열 대통령 각하께서는 국민과 전세계를 상대로 메세지를 내야하니 종일 고심해 작성한 연설문을 보고 말씀을 하시려는 거다 한글자도 놓치지 않기 위하여 4v6OeyEE5a
1284, oh276 국민의힘에서도 천막치고 이재명 비리 제보 받으면 멋진 그림이 나올듯 싶다
1286, Jaemyung_Lee 후보님 정치판에서 거짓과 위선을 밥 먹듯이 하면서 다수 선량한 촛불 국민들의 바램을 헌신짝 버리듯이 하면서 법리를 이용해 사리사욕만을 쫒는 자들을 심판하지 못 한다면 그 나라의 민초들은 하루하루가 고행일 겁니다 후보님의 건승이 지속되기를 바랍니다 촛불만 보고 가십시오 
1297, yyc1964 국민을 섬기는 우리 문재인대통령님의 진심 국민들은 다 알고 있습니다 민주당과 이재명 후보 호소인 만 모른체하고 걷어내려 하고 있죠 다음 지도자가 양쪽 다 민주당이 더 최악인것이 비극입니다 
1309, 단독 외부인사 영입난에 민주당 의원당 3명 추천 할당 출처 국민일보 네이버 뉴스 lkz8gtWNkN 이재명 참 능력도 없네 지가 알아서 외부인사 구해야지 의원당 3명 할당이라니 공산당도 일을 이렇게 하지 않는다 
1311, KBS1 라디오 주진우라이브 선대위 권한 위임받은 이재명 움직임 가벼워질까 국민의힘 선대위 3김 이냐 김 원톱 이 TD5gzB9ZWo 출처 YouTube
1313,이재명 검찰 그 긴 시간 동안 뭐 했나 궁금 조건 없는 특검 빨리 하자 다음 뉴스 q5IClywvyC 개발사업 초기 저축은행의 불법대출 수사를 눈 감아줬다는 의혹을 받고 있는 윤석열 국민의힘 대선후보를 겨냥한 발언으로 이 후보는 조건 없는 특검을 신속하게 하는 게 좋겠다 
1317,윤석열 앞옆에서 촬영하다 넘이진 여성 유튜버를 못본척 지나가는 윤석열의 인성 네가 국민을 위한 대통령이 될 자격이 없다는 것이 여기서도 증명이 된다 김종인의 인성도 동일 오늘 이재명 후보는 시장에서 좌판하시는 95세 노인생각에 눈물을 참느라 무척 애를 썼다 YjzUY8LIR3
